gene_id	colors
Nampt	grey60
Gdap10	grey60
Gm40874	blue
Cdhr3	blue
Atxn7l1	grey60
Efcab10	blue
Hdac9	tan
Gm46347	black
Ahr	blue
Agr3	turquoise
Agr2	grey60
Tspan13	lightgreen
Bzw2	turquoise
Ankmy2	blue
Meox2	turquoise
Agmo	lightgreen
Dgkb	blue
Etv1	blue
Arl4a	black
Scin	grey60
Lsmem1	grey60
Ifrd1	brown
Dock4	blue
Lrrn3	blue
Dnajb9	grey60
Nrcam	turquoise
Stxbp6	lightgreen
Gm38487	lightgreen
Nova1	turquoise
Scfd1	brown
Coch	grey60
Gpr33	grey60
Akap6	blue
Egln3	cyan
Sptssa	blue
Eapp	salmon
Gm22513	magenta
LOC115488077	magenta
Baz1a	grey60
Ppp2r3c	brown
Psma6	brown
Nfkbia	grey60
Ralgapa1	blue
Brms1l	red
Gm19990	lightgreen
Sfta3-ps	lightgreen
Nkx2-1	blue
C87198	blue
Gm15524	cyan
Pax9	cyan
Mipol1	turquoise
Foxa1	lightgreen
Ttc6	blue
Clec14a	blue
Gm22973	magenta
Trappc6b	purple
Fbxo33	grey60
Fancm	turquoise
Mis18bp1	tan
Lrr1	tan
Mgat2	red
Pole2	brown
Arf6	grey60
5830428M24Rik	salmon
Cdkl1	blue
Gm38467	lightgreen
Frmd6	lightgreen
n-TKctt17	black
Tomm20l	tan
Dact1	grey60
Rtn1	blue
Six4	lightgreen
Hif1a	brown
Rhoj	brown
Syne2	blue
Esr2	blue
Mthfd1	lightgreen
Akap5	blue
Zbtb1	turquoise
Hspa2	blue
AI463170	blue
Sptb	cyan
Churc1	green
Gpx2	grey60
Rab15	turquoise
Max	grey60
Atp6v1d	grey60
Eif2s1	brown
Tmem229b	grey60
Plekhh1	grey60
Arg2	brown
Rdh12	cyan
Gm46362	blue
Actn1	green
Exd2	lightgreen
Galnt16	green
Plekhd1os	blue
Plekhd1	blue
Susd6	red
Srsf5	purple
Slc8a3	blue
Ttc9	red
Gm30706	blue
Pcnx	blue
Sipa1l1	salmon
Rgs6	lightgreen
Rbm25	brown
Papln	blue
Riox1	green
Acot2	turquoise
Acot1	blue
Acot4	black
Entpd5	blue
Bbof1	blue
Aldh6a1	lightgreen
Npc2	grey60
Ltbp2	turquoise
Arel1	grey60
Fcf1	green
Pgf	green
Eif2b2	brown
Mlh3	turquoise
Acyp1	lightgreen
Fos	brown
Jdp2	black
Batf	brown
Flvcr2	turquoise
Tgfb3	blue
Vash1	blue
Gm51955	brown
Ngb	lightgreen
Gstz1	blue
Noxred1	grey60
Sptlc2	grey60
Slirp	brown
Dio2	brown
Cep128	tan
Gm40892	turquoise
Gm35326	grey60
Galc	blue
Gpr65	yellow
Gm35463	lightgreen
Foxn3	lightgreen
3300002A11Rik	blue
Gm19951	brown
Kcnk13	green
Psmc1	green
Gm51958	grey60
Rps6ka5	blue
Ccdc88c	blue
D130020L05Rik	blue
Fbln5	lightgreen
Trip11	green
Ndufb1	red
Cpsf2	grey60
Slc24a4	turquoise
Lgmn	red
Tmem251	purple
Btbd7	salmon
Unc79	blue
Prima1	lightgreen
Asb2	cyan
Otub2	cyan
Ddx24	grey60
Ifi27l2a	grey60
Ifi27	blue
Ifi27l2b	brown
Ppp4r4	blue
Serpina10	grey60
Serpina1d	black
Serpina1c	black
Serpina1e	black
Serpina9	grey60
Serpina3f	brown
Serpina3g	grey60
Serpina3h	grey60
Serpina3i	brown
Serpina3k	black
Serpina3m	brown
Serpina3n	brown
Clmn	blue
Syne3	grey60
Glrx5	turquoise
D430019H16Rik	turquoise
Bdkrb2	brown
Bdkrb1	brown
Ak7	blue
Bcl11b	greenyellow
Ccnk	brown
Cyp46a1	blue
Evl	grey60
Degs2	cyan
Gm33682	green
Wars	grey60
Gm22079	grey60
Begain	blue
Dio3	green
Dync1h1	brown
Hsp90aa1	brown
Traf3	yellow
Amn	brown
Tnfaip2	grey60
Eif5	brown
Snora28	blue
Ckb	tan
Trmt61a	brown
Gm51961	green
Zfyve21	lightgreen
Ppp1r13b	salmon
Aspg	grey60
Kif26a	blue
Inf2	green
Adssl1	brown
Siva1	lightcyan
Cdca4	brown
Gpr132	grey60
Nudt14	blue
Gm26583	turquoise
Crip1	pink
Tedc1	pink
Zfp386	blue
Vipr2	blue
Wdr60	green
D430020J02Rik	brown
Ncapg2	tan
Ptprn2	green
Rapgef5	salmon
Cdca7l	pink
Dnah11	blue
Tasor2	grey60
Asb13	grey60
Calml3	cyan
Calm4	cyan
Net1	blue
Akr1c14	black
Akr1c18	black
Akr1c12	green
1700016G22Rik	grey60
Klf6	grey60
Pfkp	grey60
Gtpbp4	brown
Chrm3	blue
Ryr2	blue
Actn2	cyan
Heatr1	brown
Lgals8	grey60
Ero1b	greenyellow
Gpr137b	salmon
Nid1	brown
Gng4	cyan
B3galnt2	purple
Hecw1	green
Mrpl32	brown
Psma2	brown
B230303A05Rik	grey60
Inhba	brown
Amph	lightgreen
Epdr1	blue
Gpr141b	blue
Gpr141	grey60
Aoah	grey60
n-TLcaa1	black
Zkscan3	lightgreen
Zscan26	lightgreen
H4c12	black
H1f5	tan
H2ac22	tan
H4c17	black
H4c18	black
n-TSaga6	green
n-TQctg1	magenta
n-TScga1	grey60
H4c9	grey60
Abt1	red
C230035I16Rik	blue
n-TIaat8	lightgreen
Gm46404	lightgreen
n-TLcag10	lightgreen
n-TSgct4	lightgreen
H4c8	salmon
H1f3	tan
H3c6	black
H2ac8	tan
H2bc8	black
H4c4	lightgreen
H2bc6	salmon
H1f4	turquoise
H2bc4	lightgreen
H4c3	magenta
Hfe	salmon
H1f2	black
H2bc3	black
H2ac4	tan
H4c2	grey60
H1f1	tan
Carmil1	grey60
Cmah	tan
Ripor2	midnightblue
BC005537	grey60
Acot13	turquoise
Aldh5a1	blue
Gpld1	cyan
Dcdc2a	blue
Sox4	turquoise
E2f3	green
Mboat1	green
Agtr1a	lightgreen
Irf4	blue
Foxq1	grey60
1700018A04Rik	blue
Foxf2	blue
Gmds	green
Mylk4	cyan
Wrnip1	purple
Serpinb1a	greenyellow
Serpinb1c	brown
Serpinb6b	grey60
Serpinb9	grey60
Serpinb9b	green
Ripk1	brown
Bphl	blue
Tubb2a	brown
Tubb2b	green
Psmg4	brown
Pxdc1	purple
Prpf4b	green
Eci2	turquoise
Gm38636	blue
Nrn1	lightgreen
F13a1	brown
Gm40913	green
Ly86	grey60
Gm30863	lightgreen
Riok1	brown
Dsp	cyan
Bmp6	lightgreen
Eef1e1	red
Tfap2a	cyan
Gcnt2	grey60
Tmem14c	brown
Smim13	blue
Adtrp	cyan
Gm28707	grey60
Gm32778	grey60
Edn1	black
Phactr1	salmon
Tbc1d7	green
Gfod1	lightgreen
LOC115488162	black
Cd83	grey60
Gm33115	grey60
Gm33195	grey60
Gm34084	yellow
Jarid2	grey60
Mylip	lightgreen
Gmpr	lightgreen
Atxn1	lightgreen
Stmnd1	blue
Rbm24	grey60
Kif13a	turquoise
Dek	brown
Id4	blue
Ptpdc1	blue
Fam120aos	lightgreen
Wnk2	cyan
Ninj1	brown
Card19	green
Susd3	yellow
Fgd3	grey60
Ippk	green
Cenpp	tan
Ecm2	lightgreen
Aspn	blue
Ogn	blue
Fbxw17	grey60
S1pr3	brown
Cks2	tan
Sema4d	grey60
Gm19281	brown
Gadd45g	brown
Diras2	blue
Gm2848	grey60
Syk	grey60
BB123696	green
Nfil3	brown
Sfxn1	green
Hrh2	grey60
Nop16	green
Cltb	brown
Unc5a	purple
Hk3	grey60
Fgfr4	lightgreen
Mxd3	tan
Rgs14	grey60
Dbn1	brown
Pdlim7	brown
Dok3	grey60
Fam193b	lightgreen
Tmed9	green
Ddx46	green
Pcbd2	lightgreen
Pitx1	cyan
Macroh2a1	grey60
Gm31657	brown
Tifab	grey60
Cxcl14	brown
Tgfbi	brown
Klhl3	turquoise
Idnk	grey60
Ntrk2	tan
Tut7	grey60
Gas1	blue
Gm5084	blue
Dapk1	lightgreen
4930486L24Rik	grey60
Ctla2b	grey60
Ctla2a	brown
6720489N17Rik	blue
Fbp2	cyan
Fancc	blue
Ptch1	blue
Zfp367	purple
Cdc14b	blue
Prxl2c	lightgreen
Ctsl	purple
Zfp369	blue
Zfp456	grey60
Zfp429	grey60
Mtrr	green
Tent4a	grey60
Nsun2	green
Irx1	lightgreen
Gm20554	blue
Irx2	lightgreen
Eprn	brown
Lpcat1	lightgreen
Slc6a19	cyan
Nkd2	blue
Trip13	tan
Gm15912	turquoise
Tppp	lightgreen
Erap1	grey60
Ell2	brown
Glrx	brown
Rhobtb3	turquoise
Arsk	lightgreen
Fam81b	turquoise
Mctp1	turquoise
Gm46431	blue
2210408I21Rik	turquoise
3110006O06Rik	green
Nr2f1	turquoise
Arrdc3	salmon
Lysmd3	purple
Polr3g	blue
Mef2c	blue
Gm52043	brown
A230107N01Rik	black
Cox7c	red
Edil3	blue
Gm46433	blue
Vcan	brown
Tmem167	green
Gm24507	brown
Rps23	turquoise
Ckmt2	lightgreen
Rasgrf2	blue
Dhfr	grey60
Serinc5	blue
Thbs4	cyan
Cmya5	cyan
Tent2	grey60
Jmy	blue
Arsb	lightgreen
Lhfpl2	brown
LOC115488151	brown
Gm32089	brown
Gm48350	blue
Pde8b	lightgreen
Zbed3	blue
F2rl1	blue
F2r	purple
Iqgap2	brown
Nsa2	green
Hexb	tan
Enc1	brown
Arhgef28	blue
Btf3	brown
Tmem171	grey60
Gm9465	green
Gm35279	brown
2310020H05Rik	cyan
Gm807	green
Map1b	turquoise
Mccc2	blue
Naip6	grey60
Naip1	brown
Ak6	grey60
Taf9	lightcyan
Cenph	tan
Ccnb1	tan
Cd180	grey60
D130037M23Rik	lightgreen
Sgtb	blue
Cenpk	tan
Adamts6	grey60
Cwc27	green
Rgs7bp	blue
Dimt1	brown
Kif2a	green
Pde4d	lightgreen
Rab3c	black
Gapt	black
Plk2	brown
Mier3	grey60
Ankrd55	green
Gm41065	green
Il31ra	grey60
Ddx4	grey60
Plpp1	brown
Ccno	tan
Mcidas	tan
Cdc20b	tan
Gzma	grey60
Gzmk	brown
Esm1	blue
Fst	green
Mocs2	green
Itga2	grey60
Itga1	blue
Isl1	cyan
Parp8	grey60
Emb	lightgreen
Hcn1	turquoise
Gm16263	blue
Fgf10	blue
Nnt	black
3110070M22Rik	blue
Tmem267	blue
Hmgcs1	tan
Gm41077	blue
Gm36161	grey60
Gm21188	grey60
BC147527	grey60
D830030K20Rik	grey60
Gm3696	grey60
Gm3739	grey60
Gm10044	blue
Flnb	brown
Dnase1l3	grey60
Pxk	grey60
Fam107a	brown
Oit1	grey60
Fhit	blue
Gm52128	black
Psmd6	green
Il3ra	brown
Gm32187	black
Thrb	lightgreen
Nr1d2	salmon
Rpl15	purple
Gm32587	grey60
Gm2237	grey60
Kcnk5	grey60
Nudt13	grey60
Gm30054	greenyellow
Anxa7	grey60
Myoz1	cyan
Synpo2l	cyan
Zswim8	red
Ndst2	grey60
Plau	grey60
Adk	lightgreen
Kat6b	blue
Dusp13	cyan
Zfp503	lightgreen
A330001L22Rik	lightgreen
Lrmda	black
Gm41107	black
Gm30783	pink
Rps24	brown
Zmiz1os1	blue
Ppif	red
Dennd6a	blue
Gm41114	black
Il17rd	lightgreen
Lrtm1	cyan
Dcp1a	purple
Tkt	cyan
Prkcd	grey60
Mustn1	blue
Itih4	grey60
Itih1	grey60
Gnl3	green
Smim4	turquoise
Nt5dc2	turquoise
Gm52148	brown
Tnnc1	lightgreen
Sema3g	blue
Phf7	turquoise
Dnah1	blue
Sh3bp5	blue
Eaf1	purple
Colq	lightgreen
Hacl1	blue
Ankrd28	brown
Galnt15	blue
Timm23	red
1700024G13Rik	blue
3425401B19Rik	cyan
Gm28651	grey60
Tmem273	midnightblue
Vstm4	green
Wdfy4	greenyellow
Arhgap22	green
Gdf10	turquoise
A630023A22Rik	grey60
Anxa8	grey60
Syt15	salmon
Fam25c	cyan
Sncg	grey60
Ldb3	cyan
2610528A11Rik	cyan
Tspan14	purple
Gm31839	brown
Prxl2a	green
Sftpa1	lightgreen
Sftpd	blue
Ear1	black
Ear2	black
Gm5930	lightgreen
Txndc16	blue
Gpr137c	blue
Psmc6	green
Gnpnat1	red
Fermt2	purple
Bmp4	blue
Gm15222	blue
Cdkn3	tan
Gm34934	blue
Samd4	lightgreen
Gch1	grey60
Wdhd1	green
Lgals3	brown
Dlgap5	tan
Atg14	lightgreen
Tmem260	blue
Exoc5	brown
Armh4	blue
Rpph1	grey60
Tep1	grey60
Gm52116	yellow
Klhl33	cyan
Osgep	lightgreen
Apex1	green
Pnp	grey60
Pnp2	grey60
n-TPagg4	black
n-TTtgt1	salmon
Rnase4	lightgreen
Ang	lightgreen
Rnase6	grey60
Rnase1	cyan
Ear6	green
Ndrg2	blue
Supt16	green
Tox4	grey60
Abhd4	blue
Mrpl52	green
Mmp14	brown
Rem2	lightgreen
Prmt5	green
n-TRacg6	salmon
Psmb5	brown
Gm29776	black
Slc7a8	brown
Pabpn1	green
Slc22a17	blue
Myh6	lightgreen
Mhrt	lightgreen
Myh7	blue
Gm31251	lightgreen
Ngdn	brown
Dhrs4	lightcyan
Fitm1	cyan
Psme1	grey60
Psme2	grey60
Rnf31	grey60
Irf9	grey60
Rec8	blue
Ipo4	brown
Tm9sf1	purple
Tgm1	brown
Ltb4r1	brown
Ripk3	brown
Khnyn	grey60
Cma1	grey60
Mcpt8	grey60
Gzmc	grey60
Gzmb	grey60
Cenpj	grey60
Parp4	salmon
2410022M11Rik	black
Zmym2	blue
Gjb2	cyan
Gjb6	lightgreen
Cryl1	blue
Il17d	lightgreen
Lats2	salmon
Ska3	tan
Phf11a	grey60
Phf11b	grey60
Phf11d	grey60
Setdb2	grey60
Cdadc1	blue
Shisa2	lightgreen
Spata13	grey60
Tnfrsf19	blue
Sacs	green
Sgcg	cyan
Arl11	brown
Kpna3	brown
Spryd7	grey60
Dleu2	grey60
Kcnrg	turquoise
Gm35678	green
Ctsb	grey60
Blk	greenyellow
Fam167a	green
Pinx1	green
Sox7	lightgreen
Gm26225	salmon
Gm52119	brown
Fzd3	blue
Zfp395	blue
Scara5	cyan
Pbk	tan
Esco2	tan
Ccdc25	brown
Clu	brown
Ephx2	blue
Ptk2b	grey60
Adra1a	blue
Dpysl2	lightgreen
Gm5464	black
Bnip3l	lightgreen
Ebf2	cyan
Cdca2	tan
Kctd9	green
Gm31107	blue
Gm41190	lightgreen
Adam28	lightgreen
Stc1	blue
Slc25a37	black
Gm16867	black
Loxl2	green
R3hcc1	green
Tnfrsf10b	brown
Egr3	black
Bin3	brown
Pdlim2	green
Sorbs3	lightgreen
Gm26908	blue
Gm33790	blue
Slc39a14	brown
Polr3d	brown
Phyhip	cyan
Bmp1	blue
Sftpc	lightgreen
Lgi3	lightgreen
Reep4	blue
Hr	lightgreen
Dmtn	lightgreen
Dok2	grey60
Fndc3a	grey60
Lpar6	grey60
Itm2b	grey60
Htr2a	green
Esd	brown
Rubcnl	grey60
Lrrc63	grey60
Lcp1	grey60
Cog3	purple
Gm4285	purple
Gtf2f2	green
Kctd4	cyan
Tsc22d1	lightgreen
Lacc1	grey60
Ccdc122	green
Enox1	blue
Epsti1	grey60
Akap11	blue
Dgkh	black
Vwa8	blue
Rgcc	brown
Elf1	grey60
Pcdh17	blue
Diaph3	tan
Pcdh20	lightgreen
Dach1	lightgreen
Gm33583	blue
Mzt1	red
Bora	tan
Dis3	green
Klf5	black
Gm34061	grey60
Klf12	blue
Gm41231	grey60
Tbc1d4	lightgreen
Uchl3	brown
Lmo7	green
Kctd12	lightgreen
4933432I03Rik	grey60
Gm34643	grey60
Gm41235	grey60
Acod1	grey60
Mycbp2	grey60
Scel	black
Slain1	grey60
Ednrb	blue
Ndfip2	purple
Gm36107	brown
Gm41240	brown
Slitrk6	blue
Gm41244	blue
Gpc6	blue
Gm52112	blue
Sox21	grey60
Cldn10	lightgreen
Uggt2	turquoise
Hs6st3	blue
4930404K13Rik	blue
Rap2a	turquoise
Gm41253	blue
Ipo5	green
Slc15a1	cyan
Dock9	lightgreen
Gpr18	midnightblue
Gpr183	midnightblue
Clybl	turquoise
Ggact	turquoise
Tmtc4	lightgreen
Nalcn	blue
Itgbl1	turquoise
Selenop	lightgreen
Gm41254	blue
Ghr	blue
Oxct1	lightgreen
Plcxd3	blue
C6	lightgreen
C7	blue
Ptger4	brown
5430437J10Rik	yellow
Dab2	green
Fyb	yellow
Osmr	brown
Lifr	blue
Egflam	blue
Cplane1	turquoise
Slc1a3	lightgreen
Il7r	grey60
Prlr	black
Brix1	brown
Rai14	green
4930556M19Rik	blue
Amacr	blue
Adamts12	green
Tars	green
Npr3	lightgreen
Gm52210	blue
Pdzd2	lightgreen
Basp1	grey60
Myo10	blue
Otulinl	grey60
Dnah5	blue
Ctnnd2	blue
Gm41284	lightgreen
Gm41283	blue
Cmbl	turquoise
Atpsckmt	tan
Snhg18	turquoise
Snord123	green
Sema5a	turquoise
Gm32618	blue
Sdc2	lightgreen
Erich5	blue
Rida	lightgreen
Pop1	green
Gm32970	black
Osr2	cyan
Vps13b	turquoise
Rgs22	blue
Polr2k	green
Pabpc1	green
Gm46515	lightgreen
Gm16136	blue
Ncald	turquoise
Gm41305	brown
Rrm2b	blue
Klf10	red
Gm41307	lightgreen
Gm41308	brown
Dcaf13	brown
Rims2	black
Lrp12	brown
Abra	cyan
Angpt1	blue
Gm41313	lightgreen
Nudcd1	brown
Pkhd1l1	black
Kcnv1	cyan
Aard	blue
Med30	purple
Ext1	green
Samd12	blue
Mir28c	blue
Tnfrsf11b	grey60
Mal2	lightgreen
Enpp2	blue
Deptor	blue
Gm35312	turquoise
Col14a1	blue
Mrpl13	green
Mtbp	green
Sntb1	blue
Has2	green
Gm35682	lightgreen
Tbc1d31	tan
LOC115488500	black
Fer1l6	blue
Rnf139	grey60
Mtss1	blue
Gm41330	lightgreen
Trib1	brown
Gm19510	brown
Lratd2	lightgreen
9930014A18Rik	turquoise
Gm38563	green
Myc	brown
Gsdmc	cyan
Cyrib	brown
Adcy8	blue
Sla	brown
Ccn4	green
Ndrg1	grey60
St3gal1	brown
Khdrbs3	brown
Peg13	lightgreen
Ago2	grey60
Dennd3	grey60
Slc45a4	turquoise
Ptp4a3	lightgreen
Arc	grey60
Psca	green
Slurp1	black
Lypd2	lightgreen
Slurp2	cyan
Lynx1	black
Ly6d	cyan
Ly6k	grey60
Ly6m	cyan
Gm39556	black
Ly6e	grey60
Ly6i	grey60
Gm41348	grey60
Ly6a	grey60
Ly6c1	brown
Ly6c2	grey60
Ly6a2	grey60
Ly6g	grey60
Gpihbp1	blue
Gm46519	grey60
Gsdmd	grey60
Mroh6	cyan
Fam83h	green
Puf60	black
Nrbp2	blue
Eppk1	grey60
Plec	green
Parp10	grey60
Grina	grey60
Mirt2	brown
Oplah	lightgreen
Gpaa1	lightcyan
Maf1	lightgreen
Bop1	green
Scx	blue
Hsf1	purple
Cyhr1	lightgreen
Kifc2	blue
Gpt	lightgreen
Mb	cyan
Apol6	grey60
Apol7a	grey60
Apol9a	grey60
Apol10b	grey60
Apol11b	salmon
Apol9b	grey60
Apol8	brown
Eif3d	brown
Pvalb	cyan
Ncf4	grey60
Csf2rb2	brown
Csf2rb	grey60
Tst	lightgreen
Mpst	lightgreen
Il2rb	grey60
Rac2	grey60
Gm36738	blue
Cyth4	yellow
Cdc42ep1	blue
Lgals2	black
Sh3bp1	grey60
Lgals1	tan
Nol12	brown
Triobp	grey60
Micall1	green
Maff	brown
Tmem184b	grey60
Kdelr3	green
Cby1	turquoise
Sun2	salmon
Cbx6	blue
D730005E14Rik	brown
Apobec3	grey60
Cbx7	blue
Pdgfb	purple
Rpl3	lightcyan
Syngr1	blue
Mgat3	blue
Gm46521	black
Atf4	brown
A430088P11Rik	tan
Tnrc6b	blue
8430426J06Rik	lightgreen
Rangap1	tan
Zc3h7b	purple
Tef	lightgreen
Polr3h	green
Pmm1	blue
Srebf2	purple
Shisa8	tan
Tnfrsf13c	greenyellow
Cenpm	tan
Septin3	blue
Cyp2d22	blue
Nfam1	grey60
Rrp7a	brown
Rnu12	magenta
Cyb5r3	blue
A4galt	brown
Pacsin2	green
Tspo	grey60
Ttll12	tan
Scube1	blue
Pnpla3	black
Samm50	green
Parvg	yellow
Shisal1	blue
Arhgap8	grey60
Upk3a	blue
Gm19277	grey60
Fbln1	lightgreen
Wnt7b	cyan
D130051D11Rik	magenta
Lncppara	lightgreen
Ppara	blue
Ttc38	lightgreen
Gtse1	tan
Celsr1	lightgreen
Gramd4	brown
Cerk	green
Creld2	grey60
Pim3	grey60
Mlc1	lightgreen
Mapk12	salmon
Plxnb2	grey60
Dennd6b	grey60
Arsa	purple
C230037L18Rik	brown
Shank3	purple
Acr	brown
Syt10	blue
Kif21a	blue
Abcd2	tan
Slc2a13	blue
Lrrk2	grey60
Cntn1	blue
Gxylt1	turquoise
Prickle1	lightgreen
Twf1	green
Tmem117	blue
Nell2	cyan
D030018L15Rik	lightgreen
Gm38469	grey60
E330033B04Rik	salmon
Slc38a1	blue
Slc38a2	grey60
Slc38a4	lightgreen
Endou	cyan
Rapgef3	brown
Slc48a1	blue
Vdr	blue
Tmem106c	blue
Col2a1	black
Pfkm	cyan
Ccdc184	brown
Zfp641	blue
Adcy6	blue
Ddx23	black
Rnd1	grey60
Fkbp11	green
Wnt10b	lightgreen
Rhebl1	lightgreen
Tuba1b	lightcyan
B430209F14Rik	blue
Tuba1c	brown
Troap	tan
Tmbim6	grey60
Faim2	lightgreen
Aqp2	black
Racgap1	tan
Gm16537	blue
Gpd1	cyan
Larp4	grey60
Mettl7a1	lightgreen
Smagp	lightgreen
Bin2	grey60
Slc4a8	green
Acvr1b	red
Nr4a1	purple
Smim41	turquoise
Krt80	brown
Krt7	green
Krt6a	cyan
Krt5	cyan
Krt4	cyan
Krt79	blue
Krt78	cyan
Krt8	brown
Gm36026	brown
Krt18	brown
Tns2	lightgreen
Igfbp6	lightgreen
Csad	lightgreen
Itgb7	grey60
Rarg	lightgreen
Espl1	tan
Aaas	brown
Amhr2	blue
Prr13	grey60
Calcoco1	salmon
Hoxc8	cyan
Hoxc6	cyan
Hoxc5	cyan
Hoxc4	cyan
Gm30528	cyan
Gm28876	cyan
Hnrnpa1	purple
Nfe2	grey60
Gpr84	brown
Zfp385a	brown
Itga5	brown
Nckap1l	grey60
Pde1b	brown
Ppp1r1a	cyan
Glycam1	cyan
Mefv	grey60
Gm36195	green
1700037C18Rik	green
Nlrc3	green
Slx4	green
Adcy9	lightgreen
Srl	cyan
Tfap4	blue
Coro7	grey60
Dnaja3	brown
Nmral1	grey60
Hmox2	grey60
4930562C15Rik	green
Gm10914	blue
Smim22	blue
Ppl	cyan
Sec14l5	blue
AU021092	lightgreen
Eef2kmt	green
Gm41414	grey60
Rbfox1	cyan
Abat	blue
Carhsp1	brown
Gm30310	grey60
Grin2a	blue
Nubp1	brown
Tvp23a	brown
Ciita	grey60
Socs1	grey60
Tnp2	grey60
Prm1	grey60
Rmi2	grey60
Litaf	brown
Zc3h7a	grey60
4930509G22Rik	black
Rsl1d1	green
Snx29	blue
Bfar	grey60
Rrn3	green
Ntan1	turquoise
Mpv17l	blue
Marf1	lightgreen
Myh11	turquoise
Snai2	blue
Efcab1	turquoise
Mcm4	brown
Prkdc	blue
Cebpd	brown
Gm5481	black
Yars2	brown
Fgd4	grey60
2610318N02Rik	tan
Sdf2l1	brown
Lrrc74b	blue
P2rx6	blue
Slc7a4	blue
Med15	brown
Gm35545	greenyellow
Lamp3	lightgreen
B3gnt5	grey60
A930003A15Rik	tan
Klhl6	green
Klhl24	lightgreen
Yeats2	turquoise
Cyp2ab1	grey60
Eef1akmt4	grey60
Psmd2	brown
Fam131a	purple
Clcn2	purple
Polr2h	red
Gm6551	cyan
Gm6557	cyan
Teddm3	cyan
Ephb3	turquoise
2510009E07Rik	blue
Map3k13	salmon
Tmem41a	turquoise
Liph	green
Igf2bp2	brown
Etv5	lightgreen
Dgkg	salmon
9230117E06Rik	lightgreen
Dnajb11	brown
Ahsg	black
Fetub	cyan
Kng2	yellow
Kng1	black
Snord2	magenta
Snora81	lightgreen
LOC115488689	lightgreen
Rfc4	green
Adipoq	black
C730014E05Rik	blue
St6gal1	blue
Rtp4	grey60
Bcl6	grey60
Lpp	green
Morf4l1-ps1	grey60
Tprg	cyan
Trp63	cyan
P3h2	lightgreen
Cldn1	lightgreen
Gm46548	lightgreen
Plaat1	cyan
Atp13a4	blue
Hes1	lightgreen
Gp5	black
Atp13a3	blue
Tmem44	blue
Fam43a	grey60
Gm41442	grey60
Ppp1r2	red
Apod	brown
Nrros	grey60
Bex6	grey60
Ubxn7	blue
Tctex1d2	brown
Tnk2	turquoise
Muc4	brown
Rpl35a	turquoise
Heg1	lightgreen
Muc13	grey60
Itgb5	blue
Kalrn	green
Ccdc14	tan
Hacd2	red
Adcy5	blue
Slc49a4	lightgreen
Parp14	grey60
Dtx3l	grey60
Parp9	grey60
Ccdc58	red
Csta1	cyan
Stfa2l1	brown
Cstdc4	brown
Csta2	grey60
Stfa1	brown
Cstdc5	green
Stfa2	green
Stfa3	cyan
Cd86	grey60
Ildr1	grey60
Slc15a2	blue
Hcls1	grey60
Polq	tan
Fstl1	brown
Gm41452	blue
Cox17	purple
Popdc2	grey60
Pla1a	brown
Adprh	grey60
Cd80	brown
Tmem39a	grey60
Gm36482	blue
B4galt4	lightgreen
Upk1b	blue
Lsamp	blue
Gm52229	blue
Gap43	blue
Zbtb20	blue
Gm25873	lightgreen
Tigit	brown
Naa50	green
Sidt1	grey60
Spice1	blue
Cfap44	blue
Nepro	brown
Cd200r1	brown
Cd200r4	grey60
Cd200r3	grey60
Ccdc80	brown
Slc35a5	lightgreen
Btla	greenyellow
Cd200	grey60
BC016579	grey60
Tmprss7	grey60
Cd96	midnightblue
Nectin3	lightgreen
Morc1	grey60
Retnlb	brown
Retnla	yellow
Retnlg	brown
Cip2a	tan
Cd47	grey60
Gm6936	grey60
Gm41459	grey60
Dubr	blue
Gm29686	brown
Cblb	grey60
Alcam	lightgreen
Gm41461	blue
Nfkbiz	grey60
Nxpe3	salmon
Cep97	turquoise
Rpl24	lightcyan
Trmt10c	red
Abi3bp	lightgreen
Tfg	green
Tmem45a	brown
Tmem45a2	cyan
Tomm70a	brown
4921517D16Rik	grey60
Filip1l	brown
Col8a1	turquoise
Dcbld2	blue
St3gal6	lightgreen
Gpr15	grey60
Arl6	red
Epha3	blue
Vgll3	turquoise
Cadm2	blue
Gbe1	black
Robo1	blue
Gm52248	blue
Robo2	blue
Samsn1	grey60
Usp25	grey60
Mir99ahg	blue
LOC115488614	grey60
Chodl	tan
Ncam2	lightgreen
Mir155hg	grey60
Cyyr1	lightgreen
Adamts1	green
Adamts5	turquoise
Gm46558	blue
N6amt1	green
Cct8	brown
Bach1	grey60
Cldn17	cyan
Cldn8	blue
Gm52239	blue
Gm35714	black
Mrap	green
Urb1	brown
Synj1	grey60
Gm36587	tan
Ifnar2	grey60
A930006K02Rik	blue
Tmem50b	lightgreen
Dnajc28	blue
Gart	green
Slc5a3	turquoise
Kcne2	lightgreen
Rcan1	brown
1810053B23Rik	grey60
Cbr1	blue
Cbr3	lightgreen
Dop1b	salmon
2310043M15Rik	cyan
Gm30881	grey60
Morc3	grey60
Chaf1b	brown
Ripply3	blue
Pigp	blue
Ttc3	blue
Erg	turquoise
Sh3bgr	cyan
Gm32358	salmon
Bace2	blue
Mx1	grey60
Fam3b	grey60
Mx2	grey60
Tmprss2	turquoise
Gm41512	turquoise
B230307C23Rik	grey60
A630089N07Rik	green
Zdhhc14	lightgreen
3300005D01Rik	green
Snx9	green
Tulp4	turquoise
Sytl3	brown
Tagap1	lightcyan
